school_name,school_section,cca_grouping_desc,cca_generic_name,cca_customized_name
PUNGGOL COVE PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,BADMINTON,BADMINTON
PUNGGOL COVE PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,BASKETBALL,BASKETBALL
PUNGGOL COVE PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,FOOTBALL,FOOTBALL
PUNGGOL COVE PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,FLOORBALL,FLOORBALL
PUNGGOL COVE PRIMARY SCHOOL,PRIMARY,UNIFORMED GROUPS,SCOUTS,SCOUTS
PUNGGOL COVE PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,CHOIR,CHOIR
PUNGGOL COVE PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,MODERN DANCE,DANCE
PUNGGOL COVE PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,ENGLISH DRAMA,ENGLISH DRAMA
PUNGGOL COVE PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,ART AND CRAFTS,ART AND CRAFT CLUB
PUNGGOL PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,BASKETBALL,na
PUNGGOL PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,HOCKEY,na
PUNGGOL PRIMARY SCHOOL,PRIMARY,UNIFORMED GROUPS,BOYS' BRIGADE,na
PUNGGOL PRIMARY SCHOOL,PRIMARY,UNIFORMED GROUPS,GIRLS' BRIGADE,na
PUNGGOL PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,ANGKLUNG/KULINTANG ENSEMBLE,na
PUNGGOL PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,CHOIR,na
PUNGGOL PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,GUZHENG ENSEMBLE,na
PUNGGOL PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,CHINESE DANCE,na
PUNGGOL PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,INDIAN DANCE,na
PUNGGOL PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,MALAY DANCE,na
PUNGGOL PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,CONCERT BAND,na
PUNGGOL PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,ART AND CRAFTS,Art Club
PUNGGOL PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,CHINESE CALLIGRAPHY AND BRUSH PAINTING,na
PUNGGOL PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,MEDIA RESOURCE LIBRARY,na
PUNGGOL PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,INFOCOMM TECHNOLOGY (MEDIA PRODUCTION),INFOCOMM & JOURNALISM CLUB
PUNGGOL PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,HEALTH AND FITNESS,na
PUNGGOL PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,MODULAR CCA (SPORTS),na
PUNGGOL PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,"ENGLISH LANGUAGE, DRAMA AND DEBATING",ENGLISH DRAMA AND DEBATE CLUB
PUNGGOL PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,INFOCOMM TECHNOLOGY (COMPUTING),na
PUNGGOL PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,DESIGN AND INNOVATION,DESIGN AND INNOVATION
PUNGGOL SECONDARY SCHOOL,SECONDARY,PHYSICAL SPORTS,SHOOTING,SHOOTING
PUNGGOL SECONDARY SCHOOL,SECONDARY,PHYSICAL SPORTS,BASKETBALL,BASKETBALL
PUNGGOL SECONDARY SCHOOL,SECONDARY,PHYSICAL SPORTS,NETBALL,NETBALL
PUNGGOL SECONDARY SCHOOL,SECONDARY,PHYSICAL SPORTS,FOOTBALL,FOOTBALL
PUNGGOL SECONDARY SCHOOL,SECONDARY,PHYSICAL SPORTS,TABLE TENNIS,TABLE TENNIS
PUNGGOL SECONDARY SCHOOL,SECONDARY,PHYSICAL SPORTS,VOLLEYBALL,VOLLEYBALL
PUNGGOL SECONDARY SCHOOL,SECONDARY,UNIFORMED GROUPS,NATIONAL POLICE CADET CORPS,NATIONAL POLICE CADET CORPS
PUNGGOL SECONDARY SCHOOL,SECONDARY,UNIFORMED GROUPS,RED CROSS YOUTH,RED CROSS YOUTH
PUNGGOL SECONDARY SCHOOL,SECONDARY,UNIFORMED GROUPS,SCOUTS,SCOUTS
PUNGGOL SECONDARY SCHOOL,SECONDARY,UNIFORMED GROUPS,NATIONAL CADET CORPS (LAND),NATIONAL CADET CORPS (LAND)
PUNGGOL SECONDARY SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,CHOIR,CHOIR
PUNGGOL SECONDARY SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,GUZHENG ENSEMBLE,GUZHENG ENSEMBLE
PUNGGOL SECONDARY SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,MODERN DANCE,MODERN DANCE
PUNGGOL SECONDARY SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,ART AND CRAFTS,ART AND CRAFTS
PUNGGOL SECONDARY SCHOOL,SECONDARY,CLUBS AND SOCIETIES,AUDIO VISUAL AID,AUDIO VISUAL AID
PUNGGOL SECONDARY SCHOOL,SECONDARY,CLUBS AND SOCIETIES,"ENGLISH LANGUAGE, DRAMA AND DEBATING","ENGLISH LANGUAGE, DRAMA AND DEBATING"
PUNGGOL SECONDARY SCHOOL,SECONDARY,CLUBS AND SOCIETIES,COMMUNITY SERVICE (ROTARY-SPONSORED),INTERACT CLUB
PUNGGOL SECONDARY SCHOOL,SECONDARY,CLUBS AND SOCIETIES,"INDIAN LANGUAGE, DRAMA AND DEBATING","INDIAN LANGUAGE, DRAMA AND DEBATING"
PUNGGOL SECONDARY SCHOOL,SECONDARY,CLUBS AND SOCIETIES,ENVIRONMENTAL SCIENCE,ENVIRONMENTAL CLUB
PUNGGOL VIEW PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,BADMINTON,BADMINTON
PUNGGOL VIEW PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,WUSHU,WUSHU
PUNGGOL VIEW PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,FLOORBALL,FLOORBALL
PUNGGOL VIEW PRIMARY SCHOOL,PRIMARY,UNIFORMED GROUPS,SCOUTS,SCOUTS
PUNGGOL VIEW PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,CHOIR,CHOIR
PUNGGOL VIEW PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,ART AND CRAFTS,ART AND CRAFTS
PUNGGOL VIEW PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,COMMUNITY SERVICE,SERVICE AND INTERACT CLUB
QIFA PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,BASKETBALL,BASKETBALL
QIFA PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,TABLE TENNIS,TABLE TENNIS
QIFA PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,WUSHU,WUSHU
QIFA PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,VOLLEYBALL,VOLLEYBALL
QIFA PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,FLOORBALL,FLOORBALL
QIFA PRIMARY SCHOOL,PRIMARY,UNIFORMED GROUPS,SCOUTS,SCOUTS
QIFA PRIMARY SCHOOL,PRIMARY,UNIFORMED GROUPS,GIRL GUIDES (BROWNIES),GIRL GUIDES (BROWNIES)
QIFA PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,CHOIR,CHOIR
QIFA PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,GUZHENG ENSEMBLE,GUZHENG ENSEMBLE
QIFA PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,CHINESE DANCE,CHINESE DANCE
QIFA PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,INDIAN DANCE,INDIAN DANCE
QIFA PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,MALAY DANCE,MALAY DANCE
QIFA PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,ART AND CRAFTS,ART CLUB
QIFA PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,"ENGLISH LANGUAGE, DRAMA AND DEBATING",THEATRICAL ARTS & MASS MEDIA
QIFA PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,INFOCOMM TECHNOLOGY (MEDIA PRODUCTION),INFOCOMM CLUB
QIHUA PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,SPEECH AND DRAMA,MUSIC & DRAMA
QUEENSTOWN PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,BADMINTON,na
QUEENSTOWN PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,BASKETBALL,na
QUEENSTOWN PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,FOOTBALL,na
QUEENSTOWN PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,SOFTBALL,na
QUEENSTOWN PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,SWIMMING,na
QUEENSTOWN PRIMARY SCHOOL,PRIMARY,UNIFORMED GROUPS,BOYS' BRIGADE,na
QUEENSTOWN PRIMARY SCHOOL,PRIMARY,UNIFORMED GROUPS,GIRLS' BRIGADE,na
QUEENSTOWN PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,CHINESE ORCHESTRA,na
QUEENSTOWN PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,CHOIR,na
QUEENSTOWN PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,CHINESE DANCE,na
QUEENSTOWN PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,INDIAN DANCE,na
QUEENSTOWN PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,MALAY DANCE,na
QUEENSTOWN PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,ENGLISH DRAMA,DRAMA CLUB
QUEENSTOWN PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,ART AND CRAFTS,VISUAL ART CLUB
QUEENSTOWN PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,MATHEMATICS,MATHEMATICS CLUB
QUEENSTOWN PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,CHINESE WEIQI,WEIQI CLUB
QUEENSTOWN PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,MODERN DANCE,INTERNATIONAL DANCE
QUEENSTOWN PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,INFOCOMM TECHNOLOGY (COMPUTING),INFOCOMM CLUB
QUEENSTOWN PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,ENVIRONMENTAL SCIENCE,SCIENCE AND GREEN CLUB
QUEENSTOWN SECONDARY SCHOOL,SECONDARY,PHYSICAL SPORTS,BASKETBALL,BASKETBALL
QUEENSTOWN SECONDARY SCHOOL,SECONDARY,PHYSICAL SPORTS,FOOTBALL,FOOTBALL
QUEENSTOWN SECONDARY SCHOOL,SECONDARY,PHYSICAL SPORTS,TABLE TENNIS,na
QUEENSTOWN SECONDARY SCHOOL,SECONDARY,PHYSICAL SPORTS,WUSHU,na
QUEENSTOWN SECONDARY SCHOOL,SECONDARY,PHYSICAL SPORTS,VOLLEYBALL,na
QUEENSTOWN SECONDARY SCHOOL,SECONDARY,UNIFORMED GROUPS,GIRL GUIDES,na
QUEENSTOWN SECONDARY SCHOOL,SECONDARY,UNIFORMED GROUPS,NATIONAL POLICE CADET CORPS,NATIONAL POLICE CADET CORPS
QUEENSTOWN SECONDARY SCHOOL,SECONDARY,UNIFORMED GROUPS,RED CROSS YOUTH,na
QUEENSTOWN SECONDARY SCHOOL,SECONDARY,UNIFORMED GROUPS,SCOUTS,SEA SCOUTS
QUEENSTOWN SECONDARY SCHOOL,SECONDARY,UNIFORMED GROUPS,NATIONAL CADET CORPS (LAND),NATIONAL CADET CORPS (LAND)
QUEENSTOWN SECONDARY SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,CHOIR,na
QUEENSTOWN SECONDARY SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,CHINESE DANCE,na
QUEENSTOWN SECONDARY SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,MALAY DANCE,na
QUEENSTOWN SECONDARY SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,ENGLISH DRAMA,na
QUEENSTOWN SECONDARY SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,CONCERT BAND,na
QUEENSTOWN SECONDARY SCHOOL,SECONDARY,CLUBS AND SOCIETIES,STRATEGY GAMES,STRATEGY GAMES
QUEENSTOWN SECONDARY SCHOOL,SECONDARY,CLUBS AND SOCIETIES,DESIGN AND INNOVATION,DESIGN AND INNOVATION
QUEENSTOWN SECONDARY SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,DIGITAL MEDIA,na
QUEENSTOWN SECONDARY SCHOOL,SECONDARY,CLUBS AND SOCIETIES,INFOCOMM TECHNOLOGY (COMPUTING),INFOCOMM TECHNOLOGY (COMPUTING)
QUEENSWAY SECONDARY SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,MODERN DANCE,na
QUEENSWAY SECONDARY SCHOOL,SECONDARY,CLUBS AND SOCIETIES,MEDIA RESOURCE LIBRARY,SCHOOL LIBRARY
QUEENSWAY SECONDARY SCHOOL,SECONDARY,CLUBS AND SOCIETIES,ENVIRONMENTAL SCIENCE,na
QUEENSWAY SECONDARY SCHOOL,SECONDARY,CLUBS AND SOCIETIES,INFOCOMM TECHNOLOGY (MEDIA PRODUCTION),na
QUEENSWAY SECONDARY SCHOOL,SECONDARY,CLUBS AND SOCIETIES,COMMUNITY SERVICE,na
QUEENSWAY SECONDARY SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,CONCERT BAND,na
QUEENSWAY SECONDARY SCHOOL,SECONDARY,PHYSICAL SPORTS,BADMINTON,na
QUEENSWAY SECONDARY SCHOOL,SECONDARY,PHYSICAL SPORTS,BASKETBALL,na
QUEENSWAY SECONDARY SCHOOL,SECONDARY,PHYSICAL SPORTS,HOCKEY,na
QUEENSWAY SECONDARY SCHOOL,SECONDARY,PHYSICAL SPORTS,FOOTBALL,na
QUEENSWAY SECONDARY SCHOOL,SECONDARY,PHYSICAL SPORTS,VOLLEYBALL,na
QUEENSWAY SECONDARY SCHOOL,SECONDARY,UNIFORMED GROUPS,BOYS' BRIGADE,na
QUEENSWAY SECONDARY SCHOOL,SECONDARY,UNIFORMED GROUPS,GIRL GUIDES,na
QUEENSWAY SECONDARY SCHOOL,SECONDARY,UNIFORMED GROUPS,NATIONAL POLICE CADET CORPS,na
QUEENSWAY SECONDARY SCHOOL,SECONDARY,UNIFORMED GROUPS,NATIONAL CADET CORPS (LAND),na
QUEENSWAY SECONDARY SCHOOL,SECONDARY,UNIFORMED GROUPS,NATIONAL CIVIL DEFENCE CADET CORPS,na
QUEENSWAY SECONDARY SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,CHOIR,na
QUEENSWAY SECONDARY SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,CHINESE DANCE,na
QUEENSWAY SECONDARY SCHOOL,SECONDARY,CLUBS AND SOCIETIES,"ENGLISH LANGUAGE, DRAMA AND DEBATING",ENLGISH SPEECH AND DRAMA
QUEENSWAY SECONDARY SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,ART AND CRAFTS,na
RADIN MAS PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,BASKETBALL,BASKETBALL
RADIN MAS PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,HOCKEY,HOCKEY
RADIN MAS PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,RUGBY,RUGBY
RADIN MAS PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,FOOTBALL,FOOTBALL
RADIN MAS PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,TABLE TENNIS,TABLE TENNIS
RADIN MAS PRIMARY SCHOOL,PRIMARY,UNIFORMED GROUPS,BOYS' BRIGADE,BOYS' BRIGADE
RADIN MAS PRIMARY SCHOOL,PRIMARY,UNIFORMED GROUPS,GIRLS' BRIGADE,GIRLS' BRIGADE
RADIN MAS PRIMARY SCHOOL,PRIMARY,UNIFORMED GROUPS,SCOUTS,SCOUTS
RADIN MAS PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,CHINESE ORCHESTRA,CHINESE ORCHESTRA
RADIN MAS PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,CHOIR,CHOIR
RADIN MAS PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,CHINESE DANCE,CHINESE DANCE
RADIN MAS PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,ART AND CRAFTS,ART AND CRAFTS
RADIN MAS PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,MEDIA RESOURCE LIBRARY,MEDIA RESOURCE LIBRARY
RAFFLES GIRLS' PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,BADMINTON,na
RAFFLES GIRLS' PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,BASKETBALL,na
RAFFLES GIRLS' PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,SOFTBALL,na
RAFFLES GIRLS' PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,TABLE TENNIS,na
RAFFLES GIRLS' PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,TENNIS,na
RAFFLES GIRLS' PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,RHYTHMIC GYMNASTICS,na
RAFFLES GIRLS' PRIMARY SCHOOL,PRIMARY,UNIFORMED GROUPS,GIRLS' BRIGADE,na
RAFFLES GIRLS' PRIMARY SCHOOL,PRIMARY,UNIFORMED GROUPS,GIRL GUIDES (BROWNIES),na
RAFFLES GIRLS' PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,CHOIR,na
RAFFLES GIRLS' PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,STRING ENSEMBLE,STRING ENSEMBLE
RAFFLES GIRLS' PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,CHINESE DANCE,DANCE
RAFFLES GIRLS' PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,ENGLISH DRAMA,PERFORMING DRAMA
RAFFLES GIRLS' PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,CONCERT BAND,CONCERT BAND
RAFFLES GIRLS' PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,ART AND CRAFTS,na
RAFFLES GIRLS' PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,INTERNATIONAL CHESS,INTERNATIONAL CHESS CLUB
RAFFLES GIRLS' SCHOOL (SECONDARY),SECONDARY,CLUBS AND SOCIETIES,STRATEGY GAMES,RAFFLES MIND SPORTS
RAFFLES GIRLS' SCHOOL (SECONDARY),SECONDARY,PHYSICAL SPORTS,SHOOTING,SHOOTING - AIR RIFLE / AIR PISTOL
RAFFLES GIRLS' SCHOOL (SECONDARY),SECONDARY,PHYSICAL SPORTS,BADMINTON,na
RAFFLES GIRLS' SCHOOL (SECONDARY),SECONDARY,PHYSICAL SPORTS,BASKETBALL,na
RAFFLES GIRLS' SCHOOL (SECONDARY),SECONDARY,PHYSICAL SPORTS,FENCING,na
RAFFLES GIRLS' SCHOOL (SECONDARY),SECONDARY,PHYSICAL SPORTS,NETBALL,na
RAFFLES GIRLS' SCHOOL (SECONDARY),SECONDARY,PHYSICAL SPORTS,SOFTBALL,na
RAFFLES GIRLS' SCHOOL (SECONDARY),SECONDARY,PHYSICAL SPORTS,SQUASH,na
RAFFLES GIRLS' SCHOOL (SECONDARY),SECONDARY,PHYSICAL SPORTS,SWIMMING,na
RAFFLES GIRLS' SCHOOL (SECONDARY),SECONDARY,PHYSICAL SPORTS,SAILING,na
RAFFLES GIRLS' SCHOOL (SECONDARY),SECONDARY,PHYSICAL SPORTS,TRACK AND FIELD,Track And Cross Country
RAFFLES GIRLS' SCHOOL (SECONDARY),SECONDARY,PHYSICAL SPORTS,TABLE TENNIS,na
RAFFLES GIRLS' SCHOOL (SECONDARY),SECONDARY,PHYSICAL SPORTS,TENNIS,na
RAFFLES GIRLS' SCHOOL (SECONDARY),SECONDARY,PHYSICAL SPORTS,RHYTHMIC GYMNASTICS,na
RAFFLES GIRLS' SCHOOL (SECONDARY),SECONDARY,PHYSICAL SPORTS,TRAMPOLINE,TRAMPOLINE GYMNASTICS
RAFFLES GIRLS' SCHOOL (SECONDARY),SECONDARY,UNIFORMED GROUPS,GIRLS' BRIGADE,na
RAFFLES GIRLS' SCHOOL (SECONDARY),SECONDARY,UNIFORMED GROUPS,GIRL GUIDES,na
RAFFLES GIRLS' SCHOOL (SECONDARY),SECONDARY,UNIFORMED GROUPS,RED CROSS YOUTH,RED CROSS YOUTH
RAFFLES GIRLS' SCHOOL (SECONDARY),SECONDARY,UNIFORMED GROUPS,NATIONAL CADET CORPS (LAND),NATIONAL CADET CORPS
RAFFLES GIRLS' SCHOOL (SECONDARY),SECONDARY,UNIFORMED GROUPS,NATIONAL POLICE CADET CORPS (SEA),na
RAFFLES GIRLS' SCHOOL (SECONDARY),SECONDARY,VISUAL AND PERFORMING ARTS,ANGKLUNG/KULINTANG ENSEMBLE,ANGKLUNG ENSEMBLE
RAFFLES GIRLS' SCHOOL (SECONDARY),SECONDARY,VISUAL AND PERFORMING ARTS,CHINESE ORCHESTRA,CHINESE ORCHESTRA
RAFFLES GIRLS' SCHOOL (SECONDARY),SECONDARY,VISUAL AND PERFORMING ARTS,CHOIR,na
RAFFLES GIRLS' SCHOOL (SECONDARY),SECONDARY,VISUAL AND PERFORMING ARTS,GUITAR ENSEMBLE,GUITAR ENSEMBLE
RAFFLES GIRLS' SCHOOL (SECONDARY),SECONDARY,VISUAL AND PERFORMING ARTS,STRING ENSEMBLE,STRING ENSEMBLE
RAFFLES GIRLS' SCHOOL (SECONDARY),SECONDARY,VISUAL AND PERFORMING ARTS,BAND - SYMPHONIC,na
RAFFLES GIRLS' SCHOOL (SECONDARY),SECONDARY,VISUAL AND PERFORMING ARTS,HANDBELL ENSEMBLE,HANDBELL ENSEMBLE
RAFFLES GIRLS' SCHOOL (SECONDARY),SECONDARY,VISUAL AND PERFORMING ARTS,DANCE - INTERNATIONAL,na
RAFFLES GIRLS' SCHOOL (SECONDARY),SECONDARY,VISUAL AND PERFORMING ARTS,CHINESE DANCE,Ethnic Dance
RAFFLES GIRLS' SCHOOL (SECONDARY),SECONDARY,VISUAL AND PERFORMING ARTS,OPERA/OPERATTA,Raffles Drama
RAFFLES GIRLS' SCHOOL (SECONDARY),SECONDARY,VISUAL AND PERFORMING ARTS,ART AND CRAFTS,ART CLUB
RAFFLES GIRLS' SCHOOL (SECONDARY),SECONDARY,CLUBS AND SOCIETIES,DEBATING AND PUBLIC SPEAKING,DEBATE & ORATORICAL SOCIETY
RAFFLES GIRLS' SCHOOL (SECONDARY),SECONDARY,VISUAL AND PERFORMING ARTS,PHOTOGRAPHY,PHOTOGRAPHIC SOCIETY
RAFFLES GIRLS' SCHOOL (SECONDARY),SECONDARY,CLUBS AND SOCIETIES,INFOCOMM TECHNOLOGY (COMPUTING),INFOCOMM CLUB
RAFFLES GIRLS' SCHOOL (SECONDARY),SECONDARY,CLUBS AND SOCIETIES,ROBOTICS,ROBOTICS CLUB
RAFFLES GIRLS' SCHOOL (SECONDARY),SECONDARY,CLUBS AND SOCIETIES,ENVIRONMENTAL SCIENCE,COGITARE CLUB
RAFFLES INSTITUTION,SECONDARY,UNIFORMED GROUPS,RED CROSS YOUTH,RED CROSS YOUTH
RAFFLES INSTITUTION,JUNIOR COLLEGE,UNIFORMED GROUPS,RED CROSS YOUTH,RED CROSS
RAFFLES INSTITUTION,SECONDARY,UNIFORMED GROUPS,SCOUTS,RAFFLES SCOUTS
RAFFLES INSTITUTION,JUNIOR COLLEGE,UNIFORMED GROUPS,SCOUTS,SCOUTS
RAFFLES INSTITUTION,JUNIOR COLLEGE,PHYSICAL SPORTS,WATER POLO,na
RAFFLES INSTITUTION,SECONDARY,UNIFORMED GROUPS,BOYS' BRIGADE,na
RAFFLES INSTITUTION,SECONDARY,UNIFORMED GROUPS,NATIONAL POLICE CADET CORPS,NPCC
RAFFLES INSTITUTION,JUNIOR COLLEGE,UNIFORMED GROUPS,NATIONAL POLICE CADET CORPS,na
RAFFLES INSTITUTION,SECONDARY,PHYSICAL SPORTS,RUGBY,na
RAFFLES INSTITUTION,JUNIOR COLLEGE,PHYSICAL SPORTS,RUGBY,na
RAFFLES INSTITUTION,SECONDARY,PHYSICAL SPORTS,SAILING,na
RAFFLES INSTITUTION,JUNIOR COLLEGE,PHYSICAL SPORTS,SAILING,na
RAFFLES INSTITUTION,SECONDARY,UNIFORMED GROUPS,NATIONAL CADET CORPS (LAND),NATIONAL CADET CORPS (LAND)
RAFFLES INSTITUTION,JUNIOR COLLEGE,UNIFORMED GROUPS,NATIONAL CADET CORPS (LAND),na
RAFFLES INSTITUTION,JUNIOR COLLEGE,PHYSICAL SPORTS,TENNIS,TENNIS
RAFFLES INSTITUTION,SECONDARY,PHYSICAL SPORTS,TABLE TENNIS,na
RAFFLES INSTITUTION,JUNIOR COLLEGE,PHYSICAL SPORTS,TABLE TENNIS,na
RAFFLES INSTITUTION,JUNIOR COLLEGE,PHYSICAL SPORTS,TRACK AND FIELD,na
RAFFLES INSTITUTION,JUNIOR COLLEGE,CLUBS AND SOCIETIES,DEBATING AND PUBLIC SPEAKING,RAFFLES DEBATERS
RAFFLES INSTITUTION,JUNIOR COLLEGE,CLUBS AND SOCIETIES,INTERNATIONAL CHESS,INTERNATIONAL CHESS
RAFFLES INSTITUTION,SECONDARY,VISUAL AND PERFORMING ARTS,ENGLISH DRAMA,RAFFLES PLAYERS
RAFFLES INSTITUTION,JUNIOR COLLEGE,VISUAL AND PERFORMING ARTS,ENGLISH DRAMA,RAFFLES PLAYERS
RAFFLES INSTITUTION,SECONDARY,CLUBS AND SOCIETIES,INTERNATIONAL CHESS,CHESS CLUB
RAFFLES INSTITUTION,SECONDARY,VISUAL AND PERFORMING ARTS,BAND - MILITARY,MILITARY BAND
RAFFLES INSTITUTION,JUNIOR COLLEGE,VISUAL AND PERFORMING ARTS,CHOIR,RAFFLES CHORALE
RAFFLES INSTITUTION,SECONDARY,VISUAL AND PERFORMING ARTS,GUITAR ENSEMBLE,GUITAR ENSEMBLE
RAFFLES INSTITUTION,JUNIOR COLLEGE,CLUBS AND SOCIETIES,COMMUNITY SERVICE (ROTARY-SPONSORED),INTERACT CLUB
RAFFLES INSTITUTION,JUNIOR COLLEGE,CLUBS AND SOCIETIES,HERITAGE,RAFFLES ARCHIVES AND MUSEUM
